elevation,dist_to_water,dist_to_clyde,building_count,road_count,mean_annual_mm_day,mean_winter_mm_day,wet_days_per_year,max_daily_mm,flood_risk,easting,northing
21,795.3445819962961,1306.0884933648174,104,27,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663806.0
22,809.305525848034,1214.6093422857039,86,38,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663906.0
12,711.8234350012847,1123.1295198847508,59,47,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664006.0
11,615.1502020367819,1031.649697483798,32,50,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664106.0
8,519.7373755222526,940.1698750828452,16,58,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664206.0
9,426.4318327278399,848.8882577663452,17,60,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664306.0
11,336.98854047651207,757.6787354712241,29,51,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664406.0
12,253.30325437920914,666.4692131761029,41,56,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664506.0
11,153.68031109620196,575.2596908809819,47,53,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664606.0
11,55.432277223225235,484.28088986790675,49,63,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664706.0
7,18.977682979510405,392.9903839729379,41,106,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,0,256583.0,664806.0
5,97.3367185779041,301.28471921356964,34,139,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256583.0,664906.0
3,192.90760656780702,209.54990002682447,29,138,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256583.0,665006.0
5,116.10030010518241,116.10030010518241,19,125,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256583.0,665106.0
2,22.070832614276373,22.070832614276373,21,95,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256583.0,665206.0
2,0.0,0.0,10,64,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256583.0,665306.0
3,34.10721343954469,34.10721343954469,9,64,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256583.0,665406.0
5,125.59087296085504,125.59087296085504,9,78,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256583.0,665506.0
7,216.24966706176542,216.24966706176542,22,95,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256583.0,665606.0
9,257.8492282128605,257.8492282128605,37,113,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256583.0,665706.0
15,299.6848987736636,299.6848987736636,65,119,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256583.0,665806.0
